disbursement_id,contract,method,amount,status,requested_at,settled_at,destination_account,external_reference,pix_transfer_key,end_to_end_id,transaction_key,idempotency_key,trace_id,created_at,updated_at
"cbc135e7-447e-4ae1-b3e5-0a65a92d4aa0,84334988-65f9-4d5b-9a8a-7e46d5c307ac,ted,5733.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-cbc135e7,,E2E-cbc135e7-4,TRX-cbc135e7,IK-cbc135e7,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"d3b87a70-51c3-4fb5-9b5a-510badfafaad,127c3e38-7542-4a5c-b035-b4746a918b09,pix,6515.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-d3b87a70,,E2E-d3b87a70-5,TRX-d3b87a70,IK-d3b87a70,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"9211a414-b712-4d8a-8b36-5463bf2cc649,95d0a285-2fc1-403f-8c46-402ef804f56d,pix,6338.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-9211a414,,E2E-9211a414-b,TRX-9211a414,IK-9211a414,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"0b11b75b-d4a7-4f4e-9e6a-72c40eba63ee,2af868c2-bf01-49a9-a99a-b957cc3decb7,ted,25283.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-0b11b75b,,E2E-0b11b75b-d,TRX-0b11b75b,IK-0b11b75b,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"d44115d3-78ec-4cd9-849f-600b039f5a01,30c996a4-122e-41f3-8ff2-903b2c5c6f08,pix,18036.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-d44115d3,,E2E-d44115d3-7,TRX-d44115d3,IK-d44115d3,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"16ea135e-53d6-46fd-8a1a-49aa7cafa93e,826edc65-8b20-4507-ae2c-bb97a7e741f8,pix,7505.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-16ea135e,,E2E-16ea135e-5,TRX-16ea135e,IK-16ea135e,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"63e4ddea-6752-4fd1-85c8-a5ff8db1bd4c,dadf1a36-d552-4464-b741-9b2695b8eb89,pix,29979.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-63e4ddea,,E2E-63e4ddea-6,TRX-63e4ddea,IK-63e4ddea,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"5e5ee58d-907a-4939-9c3d-c9b16340cfdf,3bed16de-3bed-49ed-9997-f13fbd104789,ted,9952.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-5e5ee58d,,E2E-5e5ee58d-9,TRX-5e5ee58d,IK-5e5ee58d,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"5970a9a5-ab05-454b-b162-08856588c8fc,44e96f74-4da7-42e0-8d41-4562672ccc53,pix,6821.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-5970a9a5,,E2E-5970a9a5-a,TRX-5970a9a5,IK-5970a9a5,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"c3541d73-1eb3-41b4-82d0-6c7894879dd3,8fa6ec34-6f08-46f9-9c60-edc9bde9d4a8,pix,24205.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-c3541d73,,E2E-c3541d73-1,TRX-c3541d73,IK-c3541d73,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"52bd25af-cda9-4722-bc87-57caa5160e4d,22ae88fd-d242-497b-a981-b77aa094ce81,pix,2436.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-52bd25af,,E2E-52bd25af-c,TRX-52bd25af,IK-52bd25af,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"d30d5848-cbba-4e21-8126-89103646cc0c,ad9a956e-edc4-40aa-ac98-0ed013afdafa,pix,26513.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-d30d5848,,E2E-d30d5848-c,TRX-d30d5848,IK-d30d5848,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"f44fc1d8-4310-4ecf-83fb-655a536db363,f54fdac0-e58a-4bac-aef7-9af920d6da1c,pix,28452.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-f44fc1d8,,E2E-f44fc1d8-4,TRX-f44fc1d8,IK-f44fc1d8,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"189ba9ed-1ae0-48ea-98a3-dda75f938fcc,8a507d75-2ece-4bf0-b372-80c2954781a1,ted,19426.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-189ba9ed,,E2E-189ba9ed-1,TRX-189ba9ed,IK-189ba9ed,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"00f9afe2-5cb3-4a91-9547-62adb49c6305,3b5801b8-8181-43e5-91b7-d35c3d6ac229,pix,9819.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-00f9afe2,,E2E-00f9afe2-5,TRX-00f9afe2,IK-00f9afe2,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"cc97b0cf-0c06-4daf-bd5a-36b51852beb1,e4be1a35-8dd5-4ac8-a322-aaf895f7c981,pix,5893.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-cc97b0cf,,E2E-cc97b0cf-0,TRX-cc97b0cf,IK-cc97b0cf,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"a958e889-fe54-4652-acba-f15220aa4baa,17b570fc-a8d3-4355-9695-aad02bc7a45d,ted,24491.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-a958e889,,E2E-a958e889-f,TRX-a958e889,IK-a958e889,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"8fb291db-ade3-4598-b616-68d55449ab36,44c1f8c1-9836-425e-8d80-44014bf7655a,pix,24287.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-8fb291db,,E2E-8fb291db-a,TRX-8fb291db,IK-8fb291db,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
"61d321c6-2854-45f6-9d02-25e5eb2f5693,83ebdf20-f913-412a-94b8-5f6321fcf0d4,ted,17352.00,settled,2025-09-04T09:00:00,2025-09-04T10:00:00,""{""""bank"""": """"001"""", """"branch"""": """"1234"""", """"account"""": """"567890-1""""}"",DISB-61d321c6,,E2E-61d321c6-2,TRX-61d321c6,IK-61d321c6,seed-inss-based,2025-10-04T12:00:00,2025-10-04T12:00:00"
